,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,
1422,0,0,0,0,0,0,0,0,0,0,0,ikigai
1423,0,1,0,0,1,0,1,1,0,1,1,ikigai
1424,0,0,0,0,0,0,0,0,0,0,0,ikigai
1425,0,0,0,0,0,0,0,0,0,0,0,ikigai
1426,0,0,1,0,0,1,0,0,3,0,-3,ikigai
1427,0,1,0,0,2,0,1,2,0,2,2,ikigai
1428,0,1,0,0,1,0,1,1,0,1,1,ikigai
1429,0,0,0,0,0,0,0,0,0,0,0,ikigai
1430,0,1,0,0,1,0,1,1,0,1,1,ikigai
1431,0,0,0,0,0,0,0,0,0,0,0,ikigai
1432,0,0,0,0,0,0,0,0,0,0,0,ikigai
1433,0,0,0,0,0,0,0,0,0,0,0,ikigai
1434,0,1,0,0,1,0,1,2,0,2,2,ikigai
1435,0,0,0,0,0,0,0,1,0,2,2,ikigai
1436,0,1,0,0,1,0,1,1,0,1,1,ikigai
1437,0,0,0,0,0,0,0,0,0,0,0,ikigai
1438,0,0,0,0,0,0,0,0,0,0,0,ikigai
1439,0,0,0,0,0,0,0,0,0,0,0,ikigai
1440,0,1,0,0,1,0,1,1,0,1,1,ikigai
1441,0,0,0,0,0,0,0,0,0,0,0,ikigai
1442,0,0,0,0,0,0,0,1,0,0,0,ikigai
1443,0,0,0,0,0,0,0,0,0,0,0,ikigai
1444,0,0,0,0,0,0,0,1,0,1,1,ikigai
1445,0,1,0,0,1,0,1,1,0,2,2,ikigai
1446,0,0,0,0,1,0,0,1,0,1,1,ikigai
1447,0,1,0,0,1,0,1,1,0,1,1,ikigai
1448,0,0,0,0,0,0,0,0,0,0,0,ikigai
1449,0,0,0,0,0,0,0,1,1,1,0,ikigai
1450,0,0,0,0,0,0,0,0,0,0,0,ikigai
1451,0,0,0,0,0,0,0,0,0,0,0,ikigai
1452,0,0,0,0,0,0,0,0,0,0,0,ikigai
1453,0,1,0,0,1,0,1,1,0,1,1,ikigai
1454,0,1,0,0,0,0,0,0,0,0,0,ikigai
1455,1,1,1,0,1,0,1,1,1,2,1,ikigai
1456,1,0,0,0,0,1,0,0,1,0,-1,ikigai
1457,0,0,0,0,0,0,0,1,0,1,1,ikigai
1458,0,0,0,0,0,0,0,0,0,0,0,ikigai
1459,0,0,0,0,0,0,0,0,0,0,0,ikigai
1460,0,0,0,0,0,0,0,0,0,0,0,ikigai
1461,0,0,0,0,0,0,0,0,0,0,0,ikigai
1462,0,1,0,0,1,0,1,1,0,1,1,ikigai
1463,0,0,0,0,0,0,0,0,0,0,0,ikigai
1464,0,0,0,0,0,0,0,0,0,0,0,ikigai
1465,0,0,0,0,0,0,0,0,0,0,0,ikigai
1466,0,1,0,0,1,0,1,1,0,1,1,ikigai
1467,0,1,0,0,1,0,1,1,0,1,1,ikigai
1468,0,0,0,0,0,0,0,0,0,0,0,ikigai
1469,0,0,0,0,0,0,0,0,0,0,0,ikigai
1470,0,0,0,0,0,0,0,0,0,0,0,ikigai
1471,0,0,0,0,0,0,0,0,0,0,0,ikigai
1472,0,0,0,0,0,0,0,0,0,0,0,ikigai
1473,0,0,0,0,0,0,0,0,0,0,0,ikigai
1474,0,1,0,0,1,0,1,1,0,1,1,ikigai
1475,0,0,0,0,0,0,0,0,0,0,0,ikigai
1476,0,0,0,0,0,0,0,0,1,0,-1,ikigai
1477,0,0,0,0,0,0,0,0,0,0,0,ikigai
1478,0,0,0,0,0,0,0,1,0,1,1,ikigai
1479,0,0,0,0,0,0,0,0,0,0,0,ikigai
1480,0,1,0,0,1,0,1,1,0,1,1,ikigai
1481,0,1,0,0,1,0,1,1,0,1,1,ikigai
1482,0,1,0,0,1,0,1,1,0,1,1,ikigai
1483,0,0,0,0,0,0,0,0,0,0,0,ikigai
1484,0,0,0,0,0,0,0,0,0,0,0,ikigai
1485,0,0,0,0,0,0,1,0,0,1,1,ikigai
1486,0,0,0,0,0,0,0,0,0,0,0,ikigai
1487,1,0,1,1,0,1,0,0,1,0,-1,ikigai
1488,0,1,0,0,1,0,1,1,0,1,1,ikigai
1489,0,0,0,0,0,0,0,0,0,0,0,ikigai
1490,0,0,0,0,1,0,1,1,0,1,1,ikigai
1491,0,0,0,0,0,0,0,0,0,0,0,ikigai
1492,0,1,0,0,1,1,1,1,0,1,1,ikigai
1493,0,1,0,0,1,0,1,1,0,1,1,ikigai
1494,0,0,0,0,0,0,0,0,0,0,0,ikigai
1495,0,1,0,0,2,0,1,2,0,2,2,ikigai
1496,0,0,0,0,0,0,0,0,0,0,0,ikigai
1497,0,0,0,0,0,0,0,0,0,0,0,ikigai
1498,0,0,0,0,0,0,0,0,0,0,0,ikigai
1499,0,0,0,0,0,0,0,0,1,0,-1,ikigai
1500,0,0,0,0,0,0,0,0,0,0,0,ikigai
1501,0,0,0,0,0,0,0,0,0,0,0,ikigai
1502,0,1,0,0,1,0,1,1,0,1,1,ikigai
1503,0,2,0,0,1,1,1,0,0,2,2,ikigai
1504,0,0,1,0,0,0,0,0,1,0,-1,ikigai
1505,0,0,0,0,0,0,0,0,0,0,0,ikigai
1506,0,2,0,0,1,0,1,1,0,2,2,ikigai
1507,0,0,0,0,0,0,0,0,0,0,0,ikigai
1508,0,0,0,0,0,0,0,0,0,0,0,ikigai
1509,0,1,0,0,1,0,1,1,0,1,1,ikigai
1510,0,1,0,0,1,0,1,1,0,1,1,ikigai
1511,0,0,0,0,0,0,0,0,0,0,0,ikigai
1512,0,0,0,0,0,0,0,0,0,0,0,ikigai
1513,0,0,0,0,0,0,0,0,0,0,0,ikigai
1514,0,0,0,0,0,0,0,0,0,0,0,ikigai
1515,0,1,0,0,1,0,0,1,0,1,1,ikigai
1516,0,0,0,0,0,0,0,0,0,1,1,ikigai
1517,0,0,0,0,0,0,0,0,0,0,0,ikigai
1518,0,0,0,0,1,0,0,1,1,2,1,ikigai
1519,0,1,0,0,1,0,1,1,0,1,1,ikigai
1520,0,0,0,0,0,0,0,0,0,0,0,ikigai
1521,0,0,0,0,1,0,0,0,0,1,1,ikigai
1522,0,0,0,0,1,0,1,1,0,1,1,ikigai
1523,0,2,1,0,1,0,1,1,1,1,0,ikigai
1524,0,0,0,0,0,0,0,0,0,0,0,ikigai
1525,0,0,0,0,0,0,0,0,0,0,0,ikigai
1526,0,0,0,0,0,0,0,0,0,0,0,ikigai
1527,0,0,0,0,0,0,0,0,0,0,0,ikigai
1528,0,0,0,0,0,0,0,0,0,0,0,ikigai
1529,0,0,0,0,0,0,0,0,0,0,0,ikigai
1530,0,0,0,0,0,0,0,0,0,0,0,ikigai
1531,0,0,0,0,0,0,0,0,0,0,0,ikigai
1532,0,0,0,0,0,0,0,0,0,0,0,ikigai
1533,0,0,0,0,0,0,0,0,0,0,0,ikigai
1534,0,0,0,0,0,0,0,0,0,0,0,ikigai
1535,0,0,0,0,0,0,0,0,0,0,0,ikigai
1536,0,0,0,0,0,0,0,0,0,0,0,ikigai
1537,0,0,0,0,0,0,0,0,0,0,0,ikigai
1538,0,1,0,0,1,0,1,1,0,1,1,ikigai
1539,0,1,0,0,1,0,1,2,0,1,1,ikigai
1540,0,0,0,0,0,0,0,0,0,1,1,ikigai
1541,0,0,0,0,0,1,0,1,1,0,-1,ikigai
1542,0,0,0,0,0,0,0,0,0,0,0,ikigai
1543,0,1,0,0,0,0,0,0,0,0,0,ikigai
1544,0,1,0,0,1,0,1,1,0,1,1,ikigai
1545,0,0,0,0,0,0,0,0,0,0,0,ikigai
1546,0,0,0,0,0,0,0,0,0,0,0,ikigai
1547,0,0,0,0,0,0,0,0,0,0,0,ikigai
1548,0,0,0,0,0,0,0,0,0,0,0,ikigai
1549,0,0,0,0,2,0,0,1,0,2,2,ikigai
1550,0,0,0,0,0,0,0,0,0,0,0,ikigai
1551,0,0,0,0,1,0,0,0,0,1,1,ikigai
1552,0,0,0,0,0,0,0,0,0,1,1,ikigai
1553,0,0,0,0,0,0,0,2,0,0,0,ikigai
1554,0,0,0,0,0,0,0,1,0,1,1,ikigai
1555,0,0,0,0,0,0,0,0,0,0,0,ikigai
1556,0,0,0,0,0,0,0,0,0,0,0,ikigai
1557,0,0,0,0,0,0,0,0,0,0,0,ikigai
1558,0,0,0,0,0,0,0,0,0,0,0,ikigai
1559,0,0,0,0,0,0,0,0,0,0,0,ikigai
1560,0,0,0,0,0,0,0,0,0,0,0,ikigai
1561,0,0,0,0,1,0,0,1,0,1,1,ikigai
1562,1,0,1,1,0,1,0,1,1,0,-1,ikigai
1563,0,1,0,0,1,0,1,1,0,1,1,ikigai
1564,0,0,0,0,0,0,0,0,0,0,0,ikigai
1565,0,0,0,0,2,0,0,2,0,2,2,ikigai
1566,0,1,0,0,1,0,1,1,0,1,1,ikigai
1567,0,0,0,0,0,0,0,0,0,0,0,ikigai
1568,0,1,0,0,1,0,1,1,0,1,1,ikigai
1569,0,0,0,0,0,0,0,0,0,0,0,ikigai
1570,0,0,0,0,0,0,0,0,0,0,0,ikigai
1571,0,0,0,0,0,0,0,0,0,0,0,ikigai
1572,0,0,0,0,0,0,0,0,0,0,0,ikigai
1573,0,0,0,0,0,0,0,0,0,0,0,ikigai
1574,0,0,0,0,0,0,0,0,0,0,0,ikigai
1575,0,0,0,0,0,0,0,1,0,1,1,ikigai
1576,0,0,0,0,0,0,0,0,0,0,0,ikigai
1577,0,0,0,0,0,0,0,0,0,0,0,ikigai
1578,0,0,0,0,0,0,0,4,0,4,4,ikigai
1579,1,5,1,2,4,2,2,5,2,8,6,ikigai
1580,0,2,0,0,6,0,2,4,1,9,8,ikigai
1581,1,3,1,2,2,2,1,6,3,10,7,ikigai
1582,0,4,0,0,5,0,2,4,1,7,6,ikigai
1583,1,12,1,4,9,3,5,12,4,24,20,ikigai
1584,2,9,2,3,10,4,5,11,6,23,17,ikigai
1585,2,7,0,1,6,0,1,4,2,9,7,ikigai
1586,1,1,0,1,2,0,0,4,1,5,4,ikigai
1587,2,8,1,2,13,1,5,13,4,27,23,ikigai
1588,4,1,2,4,1,5,3,4,7,3,-4,ikigai
1589,0,5,0,1,2,0,0,4,0,5,5,ikigai
1590,2,9,1,2,9,0,2,6,1,13,12,ikigai
1591,2,4,1,2,4,1,2,3,2,7,5,ikigai
1592,3,4,2,3,5,3,1,8,4,9,5,ikigai
1593,0,9,1,1,8,0,3,11,2,19,17,ikigai
1594,0,8,0,0,6,0,2,9,1,10,9,ikigai
1595,3,15,3,3,15,5,6,14,4,26,22,ikigai
1596,0,3,0,0,6,0,1,4,1,7,6,ikigai
1597,2,1,0,1,1,1,1,2,3,5,2,ikigai
1598,0,4,0,0,2,0,1,5,1,8,7,ikigai
1599,2,6,3,1,3,3,0,3,3,6,3,ikigai
1600,0,0,0,0,1,0,0,2,0,4,4,ikigai
1601,1,2,1,0,1,1,1,1,1,4,3,ikigai
1602,0,2,0,0,2,0,3,5,1,9,8,ikigai
1603,1,3,0,2,1,1,2,2,4,3,-1,ikigai
1604,0,0,0,1,0,1,0,1,1,1,0,ikigai
1605,1,1,1,0,1,1,0,1,1,3,2,ikigai
1606,3,1,3,2,0,3,0,1,3,2,-1,ikigai
1607,1,0,1,0,3,0,0,2,2,8,6,ikigai
1608,0,1,0,1,0,1,0,0,1,2,1,ikigai
1609,0,2,0,1,0,0,0,0,1,2,1,ikigai
1610,0,1,0,0,2,0,1,2,0,5,5,ikigai
1611,0,6,0,0,7,1,3,7,1,10,9,ikigai
1612,1,0,0,0,3,0,0,5,3,8,5,ikigai
1613,0,5,0,1,5,1,1,4,1,7,6,ikigai
1614,0,1,0,0,2,0,1,3,1,4,3,ikigai
1615,0,4,0,1,4,0,1,5,1,7,6,ikigai
1616,1,3,1,1,3,1,1,4,0,6,6,ikigai
1617,0,5,0,1,7,1,2,5,0,10,10,ikigai
1618,0,0,0,0,1,0,0,3,0,6,6,ikigai
1619,1,1,0,1,0,0,0,1,1,0,-1,ikigai
1620,0,1,0,0,2,0,0,2,0,2,2,ikigai
1621,0,2,0,2,2,1,2,3,2,3,1,ikigai
1622,0,4,0,0,3,0,0,4,1,4,3,ikigai
1623,3,5,2,3,5,3,3,6,4,12,8,ikigai
1624,0,0,0,0,0,0,0,1,0,2,2,ikigai
1625,0,1,0,0,1,0,0,1,0,4,4,ikigai
1626,0,1,0,0,1,0,0,3,1,3,2,ikigai
1627,0,0,0,0,0,0,0,1,1,2,1,ikigai
1628,0,1,0,0,1,0,1,1,1,1,0,ikigai
1629,0,1,0,0,1,0,0,2,0,2,2,ikigai
1630,0,1,0,0,0,0,0,1,0,3,3,ikigai
1631,0,1,0,0,2,0,0,1,0,4,4,ikigai
1632,0,0,0,1,1,0,1,2,1,5,4,ikigai
1633,0,2,0,0,2,0,2,3,1,4,3,ikigai
1634,1,3,0,0,4,0,3,5,0,5,5,ikigai
1635,0,0,0,0,0,0,0,0,0,1,1,ikigai
1636,0,1,1,1,1,2,1,1,2,3,1,ikigai
1637,0,3,0,0,1,0,0,1,0,1,1,ikigai
1638,1,2,0,0,2,0,2,2,0,4,4,ikigai
1639,0,2,0,0,2,0,1,2,0,4,4,ikigai
1640,0,0,0,0,0,0,0,0,0,2,2,ikigai
1641,0,3,0,0,2,0,1,2,0,6,6,ikigai
1642,0,1,0,0,3,0,1,4,0,7,7,ikigai
1643,0,0,0,0,1,0,0,3,0,5,5,ikigai
1644,1,0,0,0,1,0,0,1,1,2,1,ikigai
1645,0,0,0,0,0,0,0,1,0,0,0,ikigai
1646,0,1,0,1,1,0,1,1,0,1,1,ikigai
1647,0,0,0,0,0,0,0,1,0,2,2,ikigai
1648,0,1,0,0,1,0,1,1,0,2,2,ikigai
1649,0,0,0,0,1,0,1,3,0,4,4,ikigai
1650,0,0,0,0,1,0,0,0,0,1,1,ikigai
1651,1,1,0,0,1,1,1,1,1,1,0,ikigai
1652,0,1,0,0,0,0,0,0,1,2,1,ikigai
1653,0,1,0,0,1,0,1,1,0,4,4,ikigai
1654,0,1,0,0,1,0,1,2,0,4,4,ikigai
1655,0,0,0,0,0,0,0,2,0,2,2,ikigai
1656,0,3,0,0,6,0,2,6,0,7,7,ikigai
1657,0,0,0,0,2,0,0,2,0,3,3,ikigai
1658,0,0,0,0,0,0,0,0,0,2,2,ikigai
1659,0,0,0,0,1,0,0,0,0,1,1,ikigai
1660,0,1,0,0,1,0,1,1,0,3,3,ikigai
1661,0,1,0,0,1,0,0,1,1,3,2,ikigai
1662,0,1,0,0,1,0,0,1,0,2,2,ikigai
1663,0,0,0,0,0,0,0,0,0,0,0,ikigai
1664,0,0,0,0,0,0,0,0,1,0,-1,ikigai
1665,0,2,0,0,1,0,2,2,0,3,3,ikigai
1666,0,1,0,0,2,0,1,2,0,2,2,ikigai
1667,1,4,0,0,4,0,3,3,0,5,5,ikigai
1668,0,0,0,0,0,0,0,0,0,0,0,ikigai
1669,0,0,0,0,1,0,0,2,0,2,2,ikigai
1670,0,1,0,0,1,0,0,1,0,2,2,ikigai
1671,0,1,0,0,0,0,0,0,1,0,-1,ikigai
1672,0,1,0,1,1,0,1,2,1,3,2,ikigai
1673,0,2,0,0,1,0,1,1,0,2,2,ikigai
1674,1,2,1,2,3,2,2,1,2,3,1,ikigai
1675,0,0,0,0,0,0,0,0,0,0,0,ikigai
1676,0,4,0,1,2,0,1,1,1,3,2,ikigai
1677,0,0,0,0,2,0,0,0,0,3,3,ikigai
1678,0,2,1,0,1,0,0,0,1,1,0,ikigai
1679,0,0,0,0,1,0,0,1,0,2,2,ikigai
1680,0,0,0,0,0,0,0,0,0,1,1,ikigai
1681,0,1,0,0,1,0,1,2,0,4,4,ikigai
1682,1,1,1,1,0,1,1,1,1,2,1,ikigai
1683,0,2,0,0,2,0,1,1,0,2,2,ikigai
1684,0,2,0,0,2,0,1,1,0,3,3,ikigai
1685,0,1,0,0,1,0,1,1,0,1,1,ikigai
1686,0,0,0,0,1,0,0,1,0,3,3,ikigai
1687,0,0,0,0,0,0,0,0,0,1,1,ikigai
1688,0,3,0,0,3,0,0,1,0,3,3,ikigai
1689,0,0,0,0,0,0,0,0,0,2,2,ikigai
1690,1,1,1,0,1,1,1,0,1,2,1,ikigai
1691,0,0,0,0,0,0,0,0,0,0,0,ikigai
1692,0,0,0,0,0,0,0,0,0,0,0,ikigai
1693,0,4,0,0,3,0,0,4,0,3,3,ikigai
1694,0,2,0,0,1,0,0,2,0,2,2,ikigai
1695,0,0,0,0,1,0,0,1,0,1,1,ikigai
1696,0,1,0,0,1,0,0,0,0,1,1,ikigai
1697,0,1,0,0,1,0,1,1,0,2,2,ikigai
1698,2,0,2,1,0,2,0,1,3,1,-2,ikigai
1699,0,1,0,0,1,0,1,1,0,2,2,ikigai
1700,0,1,0,0,1,0,1,0,0,1,1,ikigai
1701,0,0,0,0,0,0,0,1,0,1,1,ikigai
1702,0,2,0,0,2,0,0,2,0,2,2,ikigai
1703,0,0,0,0,0,0,0,0,0,1,1,ikigai
1704,0,0,0,1,0,2,0,0,2,0,-2,ikigai
1705,0,2,0,0,1,0,1,0,1,1,0,ikigai
1706,0,1,0,0,0,0,0,0,0,0,0,ikigai
1707,0,0,0,0,0,0,0,1,0,1,1,ikigai
1708,0,1,0,0,0,0,0,1,0,0,0,ikigai
1709,0,1,0,0,2,0,1,1,0,3,3,ikigai
1710,0,2,0,0,1,0,1,1,0,3,3,ikigai
1711,0,1,0,0,0,0,0,0,0,1,1,ikigai
1712,0,0,0,0,0,0,0,0,0,1,1,ikigai
1713,0,1,0,0,1,0,0,1,0,2,2,ikigai
1714,0,2,0,0,2,0,2,3,0,4,4,ikigai
1715,0,2,0,0,1,0,0,2,0,2,2,ikigai
1716,0,0,0,0,0,0,0,0,0,0,0,ikigai
1717,0,2,1,0,1,0,1,1,1,2,1,ikigai
1718,0,1,0,0,2,0,1,3,0,2,2,ikigai
1719,1,0,1,1,0,1,0,0,2,0,-2,ikigai
1720,0,1,0,0,1,0,1,1,0,1,1,ikigai
1721,0,1,0,0,1,0,0,1,0,1,1,ikigai
1722,0,0,0,0,1,0,0,1,0,2,2,ikigai
1723,0,2,0,0,2,0,0,2,0,4,4,ikigai
1724,0,1,0,0,1,0,1,0,0,1,1,ikigai
1725,0,1,0,0,1,0,1,1,0,2,2,ikigai
1726,0,1,0,0,1,0,1,1,0,1,1,ikigai
1727,0,0,0,0,0,0,0,0,0,0,0,ikigai
1728,0,1,0,0,1,0,1,1,0,2,2,ikigai
1729,0,1,0,0,1,0,0,1,0,3,3,ikigai
1730,0,0,0,0,0,0,0,0,0,0,0,ikigai
1731,1,1,1,0,1,0,1,1,1,2,1,ikigai
1732,0,0,0,0,0,0,0,0,0,2,2,ikigai
1733,0,0,0,0,1,0,0,1,0,1,1,ikigai
1734,0,3,0,0,3,0,1,3,0,4,4,ikigai
1735,0,0,0,0,1,0,0,1,0,3,3,ikigai
1736,0,0,0,0,0,0,0,0,0,1,1,ikigai
1737,0,0,0,0,1,0,0,0,0,1,1,ikigai
1738,0,1,0,0,2,0,1,2,0,2,2,ikigai
1739,0,0,0,0,0,0,0,0,0,0,0,ikigai
1740,0,0,0,0,0,0,0,0,0,1,1,ikigai
1741,0,0,0,0,0,0,0,0,0,0,0,ikigai
1742,0,0,0,0,1,0,0,0,0,2,2,ikigai
1743,0,0,0,0,1,0,0,1,0,2,2,ikigai
1744,0,0,0,0,0,0,0,0,0,0,0,ikigai
1745,0,1,0,0,1,0,1,0,0,2,2,ikigai
1746,0,0,0,0,1,0,0,1,0,1,1,ikigai
1747,0,0,0,0,0,0,0,0,0,0,0,ikigai
1748,0,1,0,0,0,0,0,0,0,0,0,ikigai
1749,0,2,0,0,1,0,1,0,0,1,1,ikigai
1750,0,0,0,0,0,0,0,0,0,2,2,ikigai
1751,0,0,0,0,0,0,0,0,0,1,1,ikigai
1752,0,0,0,0,0,0,0,0,0,0,0,ikigai
1753,0,0,0,0,0,0,0,0,0,1,1,ikigai
1754,0,0,0,0,0,0,0,0,0,0,0,ikigai
1755,0,0,0,0,0,0,0,0,0,1,1,ikigai
1756,0,0,0,0,0,0,0,0,0,0,0,ikigai
1757,0,0,0,0,0,0,0,0,0,0,0,ikigai
1758,0,0,0,0,0,0,0,0,0,0,0,ikigai
1759,0,1,0,0,1,0,1,1,0,1,1,ikigai
1760,0,0,0,0,0,0,0,0,0,1,1,ikigai
1761,0,0,0,0,0,0,0,0,0,0,0,ikigai
1762,0,0,0,0,0,0,0,0,0,0,0,ikigai
1763,0,0,0,0,1,0,1,1,0,1,1,ikigai
1764,0,0,0,0,0,0,0,1,0,1,1,ikigai
1765,0,2,0,0,1,0,1,2,0,3,3,ikigai
1766,0,4,0,0,4,0,0,3,1,8,7,ikigai
1767,1,2,0,1,2,2,1,4,2,2,0,ikigai
1768,0,1,0,0,1,0,0,1,1,2,1,ikigai
1769,0,4,1,0,4,1,2,3,1,4,3,ikigai
1770,0,2,0,1,3,0,1,1,2,5,3,ikigai
1771,0,3,0,0,3,0,2,2,0,4,4,ikigai
1772,0,0,0,0,0,1,0,0,0,2,2,ikigai
1773,1,1,1,0,1,1,2,2,1,3,2,ikigai
1774,0,0,0,0,0,0,0,0,0,0,0,ikigai
1775,0,0,0,0,1,0,0,0,0,2,2,ikigai
1776,0,2,0,0,3,0,1,3,0,3,3,ikigai
1777,0,0,0,0,0,0,0,0,0,1,1,ikigai
1778,0,0,0,0,1,0,0,0,0,1,1,ikigai
1779,0,3,0,0,3,0,1,3,0,6,6,ikigai
1780,0,3,0,0,3,0,2,3,0,3,3,ikigai
1781,0,0,0,0,0,0,0,1,0,1,1,ikigai
1782,0,1,0,0,1,0,1,2,0,1,1,ikigai
1783,0,1,0,0,1,0,1,2,0,1,1,ikigai
1784,0,1,0,0,1,0,1,2,0,2,2,ikigai
1785,0,0,0,0,1,1,0,2,2,2,0,ikigai
1786,0,1,0,0,1,0,0,1,0,1,1,ikigai
1787,1,0,0,0,2,0,0,1,1,2,1,ikigai
1788,0,1,0,0,1,0,1,2,0,1,1,ikigai
1789,0,0,0,0,0,0,0,1,0,3,3,ikigai
1790,0,2,0,0,1,0,1,1,1,2,1,ikigai
1791,0,0,0,0,0,0,0,2,0,3,3,ikigai
1792,0,2,0,0,2,1,0,2,1,3,2,ikigai
1793,0,0,0,0,0,0,0,1,1,4,3,ikigai
1794,0,0,0,0,0,0,0,0,0,0,0,ikigai
1795,0,0,0,0,0,0,0,1,0,0,0,ikigai
1796,0,1,1,0,1,0,1,1,1,1,0,ikigai
1797,0,2,0,0,1,0,0,1,0,1,1,ikigai
1798,0,1,0,0,1,1,1,2,0,4,4,ikigai
1799,1,1,0,0,1,0,1,1,0,1,1,ikigai
1800,0,0,0,0,0,0,0,0,0,0,0,ikigai
1801,0,0,0,0,0,0,0,0,0,0,0,ikigai
1802,0,0,0,0,0,0,0,1,0,2,2,ikigai
1803,0,0,0,0,0,0,0,0,0,0,0,ikigai
1804,0,3,0,0,2,0,1,2,1,4,3,ikigai
1805,0,0,0,0,0,0,0,1,0,0,0,ikigai
1806,0,1,0,0,1,0,1,1,0,1,1,ikigai
1807,0,0,0,0,0,0,0,0,0,0,0,ikigai
1808,0,0,0,0,0,0,0,0,0,0,0,ikigai
1809,0,1,0,0,1,0,1,1,0,1,1,ikigai
1810,0,0,0,0,0,0,0,0,0,0,0,ikigai
1811,0,0,0,0,1,0,1,1,0,1,1,ikigai
1812,0,0,0,0,0,0,0,0,1,0,-1,ikigai
1813,0,1,0,0,1,0,1,1,0,3,3,ikigai
1814,0,1,0,0,1,0,1,1,0,1,1,ikigai
1815,0,0,0,0,0,0,0,0,0,1,1,ikigai
1816,0,1,0,0,1,0,1,1,0,1,1,ikigai
1817,0,0,0,0,0,0,0,0,0,0,0,ikigai
1818,0,3,0,0,2,0,1,3,1,2,1,ikigai
1819,0,0,0,0,0,0,0,0,0,1,1,ikigai
1820,0,1,0,0,1,0,1,2,0,1,1,ikigai
1821,0,1,0,0,1,0,1,2,1,2,1,ikigai
1822,0,0,0,0,0,0,0,0,0,0,0,ikigai
1823,0,0,0,0,0,0,0,0,0,0,0,ikigai
1824,0,3,0,0,3,0,1,2,0,4,4,ikigai
1825,0,0,0,0,0,0,0,0,1,0,-1,ikigai
1826,0,2,0,0,1,0,1,1,0,2,2,ikigai
1827,0,0,0,0,0,0,0,0,0,0,0,ikigai
1828,0,1,0,0,1,0,1,1,0,1,1,ikigai
1829,0,0,0,0,0,0,0,1,0,0,0,ikigai
1830,0,1,0,0,1,0,0,1,0,1,1,ikigai
1831,0,1,0,0,1,0,0,1,0,1,1,ikigai
1832,0,0,0,0,0,0,0,0,0,0,0,ikigai
1833,0,0,0,0,0,0,0,0,0,0,0,ikigai
1834,0,1,0,0,1,0,1,1,0,1,1,ikigai
1835,0,0,0,0,1,0,1,1,0,1,1,ikigai
1836,0,1,1,1,1,1,1,1,1,2,1,ikigai
1837,0,0,0,0,0,0,0,0,0,0,0,ikigai
1838,0,0,0,0,0,0,0,0,0,0,0,ikigai
1839,0,0,0,0,0,0,0,0,0,0,0,ikigai
1840,0,0,0,0,0,0,0,0,0,0,0,ikigai
1841,0,0,0,0,0,0,0,0,0,0,0,ikigai
1842,0,0,0,0,0,0,0,0,0,0,0,ikigai
1843,0,0,0,0,0,0,0,0,0,0,0,ikigai
1844,0,0,0,0,0,0,0,0,0,0,0,ikigai
1845,0,0,0,0,0,0,0,0,0,0,0,ikigai
1846,0,0,0,0,0,0,0,0,0,1,1,ikigai
1847,0,0,0,0,0,0,0,0,0,0,0,ikigai
1848,0,0,0,0,0,0,0,0,0,0,0,ikigai
1849,0,0,0,0,0,0,0,0,0,0,0,ikigai
1850,0,0,0,0,0,0,0,0,0,0,0,ikigai
1851,0,5,0,0,6,0,4,6,1,7,6,ikigai
1852,1,2,0,0,1,0,1,2,1,5,4,ikigai
1853,2,6,1,2,7,2,4,11,7,26,19,ikigai
1854,0,0,0,0,1,0,0,3,0,5,5,ikigai
1855,0,1,0,0,0,0,0,0,1,1,0,ikigai
1856,0,0,0,0,0,0,0,0,0,0,0,ikigai
1857,3,2,1,3,2,3,2,3,9,8,-1,ikigai
1858,0,1,0,0,1,0,1,0,0,1,1,ikigai
1859,0,1,0,0,1,0,1,1,0,3,3,ikigai
1860,0,0,0,0,0,0,0,0,0,0,0,ikigai
1861,0,0,0,0,2,0,0,0,0,2,2,ikigai
1862,0,0,0,0,0,0,0,0,0,1,1,ikigai
1863,0,1,0,0,0,0,0,1,0,0,0,ikigai
1864,0,0,0,0,0,0,0,0,0,0,0,ikigai
1865,0,2,0,0,2,0,2,2,0,2,2,ikigai
1866,1,6,1,1,4,0,2,5,2,12,10,ikigai
1867,0,2,0,0,2,0,0,5,0,8,8,ikigai
1868,0,2,0,0,2,0,0,2,1,6,5,ikigai
1869,0,2,0,0,1,0,0,2,0,7,7,ikigai
1870,0,2,0,0,3,1,0,2,1,6,5,ikigai
1871,3,11,1,2,11,2,5,13,8,18,10,ikigai
1872,2,5,1,0,4,2,3,6,4,11,7,ikigai
1873,1,2,1,0,1,2,1,3,3,3,0,ikigai
1874,1,4,1,2,3,1,1,3,2,3,1,ikigai
1875,0,0,0,0,0,0,0,0,0,3,3,ikigai
1876,0,2,1,1,1,0,1,4,1,4,3,ikigai
1877,0,0,0,0,3,0,2,2,0,7,7,ikigai
1878,0,1,0,0,3,0,2,5,0,5,5,ikigai
1879,1,4,1,0,5,1,1,9,7,21,14,ikigai
1880,0,0,0,0,1,0,0,1,0,2,2,ikigai
1881,0,0,0,0,0,0,0,2,0,0,0,ikigai
1882,0,0,0,0,1,0,0,2,0,1,1,ikigai
1883,1,0,1,1,0,2,0,1,2,5,3,ikigai
1884,0,4,0,0,4,0,2,5,1,10,9,ikigai
1885,0,2,0,0,1,0,0,2,0,5,5,ikigai
